# activity_index; type; from_event; to_event; lower_bound; upper_bound
5030; "change"; 408; 101; 5; 124
5031; "change"; 408; 113; 5; 124
5032; "change"; 408; 125; 5; 124
5033; "change"; 408; 143; 5; 124
5034; "change"; 408; 157; 5; 124
5035; "change"; 408; 165; 5; 124
5036; "change"; 408; 315; 5; 124
5037; "change"; 408; 347; 5; 124
5038; "change"; 408; 421; 5; 124
5039; "change"; 408; 431; 5; 124
5040; "change"; 408; 493; 5; 124
5041; "change"; 408; 693; 5; 124
5042; "change"; 408; 725; 5; 124
5043; "change"; 408; 1103; 5; 124
5044; "change"; 408; 1129; 5; 124
5045; "change"; 408; 1203; 5; 124
5046; "change"; 408; 1309; 5; 124
5047; "change"; 408; 1325; 5; 124
5048; "change"; 408; 1341; 5; 124
5049; "change"; 408; 1355; 5; 124
5050; "change"; 408; 1531; 5; 124
5051; "change"; 408; 1541; 5; 124
5052; "change"; 408; 1629; 5; 124
5053; "change"; 408; 1655; 5; 124
5054; "change"; 408; 1871; 5; 124
5055; "change"; 408; 2007; 5; 124
5056; "change"; 408; 2017; 5; 124
5057; "change"; 408; 2145; 5; 124
5058; "change"; 408; 2161; 5; 124
5059; "change"; 410; 309; 3; 122
5060; "change"; 410; 341; 3; 122
5061; "change"; 410; 699; 3; 122
5062; "change"; 410; 731; 3; 122
5063; "change"; 410; 1539; 3; 122
5064; "change"; 410; 1549; 3; 122
5065; "change"; 412; 1537; 3; 122
5066; "change"; 412; 1547; 3; 122
5067; "change"; 414; 311; 2; 121
5068; "change"; 414; 343; 2; 121
5069; "change"; 414; 697; 2; 121
5070; "change"; 414; 729; 2; 121
5071; "change"; 414; 1535; 2; 121
5072; "change"; 414; 1545; 2; 121
5073; "change"; 416; 313; 3; 122
5074; "change"; 416; 345; 3; 122
5075; "change"; 416; 695; 3; 122
5076; "change"; 416; 727; 3; 122
5077; "change"; 416; 1533; 3; 122
5078; "change"; 416; 1543; 3; 122
5079; "change"; 418; 29; 5; 124
5080; "change"; 418; 73; 5; 124
5081; "change"; 418; 87; 5; 124
5082; "change"; 418; 101; 5; 124
5083; "change"; 418; 113; 5; 124
5084; "change"; 418; 125; 5; 124
5085; "change"; 418; 143; 5; 124
5086; "change"; 418; 157; 5; 124
5087; "change"; 418; 165; 5; 124
5088; "change"; 418; 315; 5; 124
5089; "change"; 418; 347; 5; 124
5090; "change"; 418; 421; 5; 124
5091; "change"; 418; 431; 5; 124
5092; "change"; 418; 493; 5; 124
5093; "change"; 418; 693; 5; 124
5094; "change"; 418; 725; 5; 124
5095; "change"; 418; 1103; 5; 124
5096; "change"; 418; 1129; 5; 124
5097; "change"; 418; 1203; 5; 124
5098; "change"; 418; 1309; 5; 124
5099; "change"; 418; 1325; 5; 124
5100; "change"; 418; 1341; 5; 124
5101; "change"; 418; 1355; 5; 124
5102; "change"; 418; 1531; 5; 124
5103; "change"; 418; 1541; 5; 124
5104; "change"; 418; 1629; 5; 124
5105; "change"; 418; 1655; 5; 124
5106; "change"; 418; 1871; 5; 124
5107; "change"; 418; 2007; 5; 124
5108; "change"; 418; 2017; 5; 124
5109; "change"; 418; 2145; 5; 124
5110; "change"; 418; 2161; 5; 124
5111; "change"; 420; 29; 5; 124
5112; "change"; 420; 73; 5; 124
5113; "change"; 420; 87; 5; 124
5114; "change"; 420; 101; 5; 124
5115; "change"; 420; 113; 5; 124
5116; "change"; 420; 125; 5; 124
5117; "change"; 420; 143; 5; 124
5118; "change"; 420; 157; 5; 124
5119; "change"; 420; 165; 5; 124
5120; "change"; 420; 315; 5; 124
5121; "change"; 420; 347; 5; 124
5122; "change"; 420; 493; 5; 124
5123; "change"; 420; 693; 5; 124
5124; "change"; 420; 725; 5; 124
5125; "change"; 420; 1103; 5; 124
5126; "change"; 420; 1129; 5; 124
5127; "change"; 420; 1203; 5; 124
5128; "change"; 420; 1309; 5; 124
5129; "change"; 420; 1325; 5; 124
5130; "change"; 420; 1341; 5; 124
5131; "change"; 420; 1355; 5; 124
5132; "change"; 420; 1531; 5; 124
5133; "change"; 420; 1541; 5; 124
5134; "change"; 420; 1629; 5; 124
5135; "change"; 420; 1655; 5; 124
5136; "change"; 420; 1871; 5; 124
5137; "change"; 420; 2007; 5; 124
5138; "change"; 420; 2017; 5; 124
5139; "change"; 420; 2145; 5; 124
5140; "change"; 420; 2161; 5; 124
5141; "change"; 422; 269; 4; 123
5142; "change"; 422; 279; 4; 123
5143; "change"; 422; 1105; 4; 123
5144; "change"; 422; 1131; 4; 123
5145; "change"; 422; 1627; 4; 123
5146; "change"; 422; 1653; 4; 123
5147; "change"; 422; 1979; 4; 123
5148; "change"; 422; 1989; 4; 123
5149; "change"; 422; 2005; 4; 123
5150; "change"; 422; 2015; 4; 123
5151; "change"; 424; 209; 3; 122
5152; "change"; 424; 227; 3; 122
5153; "change"; 424; 247; 3; 122
5154; "change"; 424; 259; 3; 122
5155; "change"; 424; 1923; 3; 122
5156; "change"; 424; 1941; 3; 122
5157; "change"; 424; 1955; 3; 122
5158; "change"; 424; 1967; 3; 122
5159; "change"; 424; 2003; 3; 122
5160; "change"; 424; 2013; 3; 122
5161; "change"; 426; 211; 3; 122
5162; "change"; 426; 229; 3; 122
5163; "change"; 426; 249; 3; 122
5164; "change"; 426; 261; 3; 122
5165; "change"; 426; 1921; 3; 122
5166; "change"; 426; 1939; 3; 122
5167; "change"; 426; 1953; 3; 122
5168; "change"; 426; 1965; 3; 122
5169; "change"; 426; 2001; 3; 122
5170; "change"; 426; 2011; 3; 122
5171; "change"; 428; 41; 7; 126
5172; "change"; 428; 49; 7; 126
5173; "change"; 428; 57; 7; 126
5174; "change"; 428; 65; 7; 126
5175; "change"; 428; 217; 7; 126
5176; "change"; 428; 235; 7; 126
5177; "change"; 428; 319; 7; 126
5178; "change"; 428; 351; 7; 126
5179; "change"; 428; 603; 7; 126
5180; "change"; 428; 625; 7; 126
5181; "change"; 428; 643; 7; 126
5182; "change"; 428; 651; 7; 126
5183; "change"; 428; 659; 7; 126
5184; "change"; 428; 667; 7; 126
5185; "change"; 428; 689; 7; 126
5186; "change"; 428; 721; 7; 126
5187; "change"; 428; 1107; 7; 126
5188; "change"; 428; 1133; 7; 126
5189; "change"; 428; 1151; 7; 126
5190; "change"; 428; 1177; 7; 126
5191; "change"; 428; 1215; 7; 126
5192; "change"; 428; 1237; 7; 126
5193; "change"; 428; 1257; 7; 126
5194; "change"; 428; 1441; 7; 126
5195; "change"; 428; 1461; 7; 126
5196; "change"; 428; 1563; 7; 126
5197; "change"; 428; 1585; 7; 126
5198; "change"; 428; 1607; 7; 126
5199; "change"; 428; 1625; 7; 126
5200; "change"; 428; 1651; 7; 126
5201; "change"; 428; 1689; 7; 126
5202; "change"; 428; 1715; 7; 126
5203; "change"; 428; 1915; 7; 126
5204; "change"; 428; 1933; 7; 126
5205; "change"; 428; 1947; 7; 126
5206; "change"; 428; 1949; 7; 126
5207; "change"; 428; 1951; 7; 126
5208; "change"; 428; 1963; 7; 126
5209; "change"; 428; 1975; 7; 126
5210; "change"; 428; 1985; 7; 126
5211; "change"; 428; 1995; 7; 126
5212; "change"; 428; 1997; 7; 126
5213; "change"; 428; 1999; 7; 126
5214; "change"; 428; 2009; 7; 126
5215; "change"; 428; 2019; 7; 126
5216; "change"; 428; 2027; 7; 126
5217; "change"; 428; 2061; 7; 126
5218; "change"; 428; 2095; 7; 126
5219; "change"; 428; 2101; 7; 126
5220; "change"; 428; 2107; 7; 126
5221; "change"; 428; 2113; 7; 126
5222; "change"; 428; 2119; 7; 126
5223; "change"; 428; 2129; 7; 126
5224; "change"; 428; 2139; 7; 126
5225; "change"; 428; 2143; 7; 126
5226; "change"; 428; 2159; 7; 126
5227; "change"; 428; 2175; 7; 126
5228; "change"; 428; 2183; 7; 126
5229; "change"; 428; 2187; 7; 126
5230; "change"; 428; 2191; 7; 126
5231; "change"; 428; 2193; 7; 126
5232; "change"; 428; 2195; 7; 126
5233; "change"; 428; 2197; 7; 126
5234; "change"; 430; 29; 5; 124
5235; "change"; 430; 73; 5; 124
5236; "change"; 430; 87; 5; 124
5237; "change"; 430; 101; 5; 124
5238; "change"; 430; 113; 5; 124
5239; "change"; 430; 125; 5; 124
5240; "change"; 430; 143; 5; 124
5241; "change"; 430; 157; 5; 124
5242; "change"; 430; 165; 5; 124
5243; "change"; 430; 315; 5; 124
5244; "change"; 430; 347; 5; 124
5245; "change"; 430; 493; 5; 124
5246; "change"; 430; 693; 5; 124
5247; "change"; 430; 725; 5; 124
5248; "change"; 430; 1103; 5; 124
5249; "change"; 430; 1129; 5; 124
5250; "change"; 430; 1203; 5; 124
5251; "change"; 430; 1309; 5; 124
5252; "change"; 430; 1325; 5; 124
5253; "change"; 430; 1341; 5; 124
5254; "change"; 430; 1355; 5; 124
5255; "change"; 430; 1531; 5; 124
5256; "change"; 430; 1541; 5; 124
5257; "change"; 430; 1629; 5; 124
5258; "change"; 430; 1655; 5; 124
5259; "change"; 430; 1871; 5; 124
5260; "change"; 430; 2007; 5; 124
5261; "change"; 430; 2017; 5; 124
5262; "change"; 430; 2145; 5; 124
5263; "change"; 430; 2161; 5; 124
5264; "change"; 432; 269; 4; 123
5265; "change"; 432; 279; 4; 123
5266; "change"; 432; 1105; 4; 123
5267; "change"; 432; 1131; 4; 123
5268; "change"; 432; 1627; 4; 123
5269; "change"; 432; 1653; 4; 123
5270; "change"; 432; 1979; 4; 123
5271; "change"; 432; 1989; 4; 123
5272; "change"; 432; 2005; 4; 123
5273; "change"; 432; 2015; 4; 123
5274; "change"; 434; 209; 3; 122
5275; "change"; 434; 227; 3; 122
5276; "change"; 434; 247; 3; 122
5277; "change"; 434; 259; 3; 122
5278; "change"; 434; 1923; 3; 122
5279; "change"; 434; 1941; 3; 122
5280; "change"; 434; 1955; 3; 122
5281; "change"; 434; 1967; 3; 122
5282; "change"; 434; 2003; 3; 122
5283; "change"; 434; 2013; 3; 122
5284; "change"; 436; 211; 3; 122
5285; "change"; 436; 229; 3; 122
5286; "change"; 436; 249; 3; 122
5287; "change"; 436; 261; 3; 122
5288; "change"; 436; 1921; 3; 122
5289; "change"; 436; 1939; 3; 122
5290; "change"; 436; 1953; 3; 122
5291; "change"; 436; 1965; 3; 122
5292; "change"; 436; 2001; 3; 122
5293; "change"; 436; 2011; 3; 122
5294; "change"; 438; 41; 7; 126
5295; "change"; 438; 49; 7; 126
5296; "change"; 438; 57; 7; 126
5297; "change"; 438; 65; 7; 126
5298; "change"; 438; 217; 7; 126
5299; "change"; 438; 235; 7; 126
5300; "change"; 438; 319; 7; 126
5301; "change"; 438; 351; 7; 126
5302; "change"; 438; 603; 7; 126
5303; "change"; 438; 625; 7; 126
5304; "change"; 438; 643; 7; 126
5305; "change"; 438; 651; 7; 126
5306; "change"; 438; 659; 7; 126
5307; "change"; 438; 667; 7; 126
5308; "change"; 438; 689; 7; 126
5309; "change"; 438; 721; 7; 126
5310; "change"; 438; 1107; 7; 126
5311; "change"; 438; 1133; 7; 126
5312; "change"; 438; 1151; 7; 126
5313; "change"; 438; 1177; 7; 126
5314; "change"; 438; 1215; 7; 126
5315; "change"; 438; 1237; 7; 126
5316; "change"; 438; 1257; 7; 126
5317; "change"; 438; 1441; 7; 126
5318; "change"; 438; 1461; 7; 126
5319; "change"; 438; 1563; 7; 126
5320; "change"; 438; 1585; 7; 126
5321; "change"; 438; 1607; 7; 126
5322; "change"; 438; 1625; 7; 126
5323; "change"; 438; 1651; 7; 126
5324; "change"; 438; 1689; 7; 126
5325; "change"; 438; 1715; 7; 126
5326; "change"; 438; 1915; 7; 126
5327; "change"; 438; 1933; 7; 126
5328; "change"; 438; 1947; 7; 126
5329; "change"; 438; 1949; 7; 126
5330; "change"; 438; 1951; 7; 126
5331; "change"; 438; 1963; 7; 126
5332; "change"; 438; 1975; 7; 126
5333; "change"; 438; 1985; 7; 126
5334; "change"; 438; 1995; 7; 126
5335; "change"; 438; 1997; 7; 126
5336; "change"; 438; 1999; 7; 126
5337; "change"; 438; 2009; 7; 126
5338; "change"; 438; 2019; 7; 126
5339; "change"; 438; 2027; 7; 126
5340; "change"; 438; 2061; 7; 126
5341; "change"; 438; 2095; 7; 126
5342; "change"; 438; 2101; 7; 126
5343; "change"; 438; 2107; 7; 126
5344; "change"; 438; 2113; 7; 126
5345; "change"; 438; 2119; 7; 126
5346; "change"; 438; 2129; 7; 126
5347; "change"; 438; 2139; 7; 126
5348; "change"; 438; 2143; 7; 126
5349; "change"; 438; 2159; 7; 126
5350; "change"; 438; 2175; 7; 126
5351; "change"; 438; 2183; 7; 126
5352; "change"; 438; 2187; 7; 126
5353; "change"; 438; 2191; 7; 126
5354; "change"; 438; 2193; 7; 126
5355; "change"; 438; 2195; 7; 126
5356; "change"; 438; 2197; 7; 126
5357; "change"; 440; 13; 2; 121
5358; "change"; 440; 23; 2; 121
5359; "change"; 442; 11; 3; 122
5360; "change"; 442; 21; 3; 122
5361; "change"; 444; 9; 3; 122
5362; "change"; 444; 19; 3; 122
5363; "change"; 446; 7; 2; 121
5364; "change"; 446; 17; 2; 121
5365; "change"; 448; 1; 5; 124
5366; "change"; 448; 3; 5; 124
5367; "change"; 448; 5; 5; 124
5368; "change"; 448; 15; 5; 124
5369; "change"; 448; 25; 5; 124
5370; "change"; 448; 39; 5; 124
5371; "change"; 448; 47; 5; 124
5372; "change"; 448; 55; 5; 124
5373; "change"; 448; 63; 5; 124
5374; "change"; 448; 71; 5; 124
5375; "change"; 448; 83; 5; 124
5376; "change"; 448; 97; 5; 124
5377; "change"; 448; 111; 5; 124
5378; "change"; 448; 123; 5; 124
5379; "change"; 448; 135; 5; 124
5380; "change"; 448; 149; 5; 124
5381; "change"; 448; 163; 5; 124
5382; "change"; 448; 203; 5; 124
5383; "change"; 448; 221; 5; 124
5384; "change"; 448; 239; 5; 124
5385; "change"; 448; 251; 5; 124
5386; "change"; 448; 263; 5; 124
5387; "change"; 448; 273; 5; 124
5388; "change"; 448; 283; 5; 124
5389; "change"; 448; 285; 5; 124
5390; "change"; 448; 287; 5; 124
5391; "change"; 448; 289; 5; 124
5392; "change"; 450; 13; 2; 121
5393; "change"; 450; 23; 2; 121
5394; "change"; 452; 11; 3; 122
5395; "change"; 452; 21; 3; 122
5396; "change"; 454; 9; 3; 122
5397; "change"; 454; 19; 3; 122
5398; "change"; 456; 7; 2; 121
5399; "change"; 456; 17; 2; 121
5400; "change"; 458; 1; 5; 124
5401; "change"; 458; 3; 5; 124
5402; "change"; 458; 5; 5; 124
5403; "change"; 458; 15; 5; 124
5404; "change"; 458; 25; 5; 124
5405; "change"; 458; 39; 5; 124
5406; "change"; 458; 47; 5; 124
5407; "change"; 458; 55; 5; 124
5408; "change"; 458; 63; 5; 124
5409; "change"; 458; 71; 5; 124
5410; "change"; 458; 83; 5; 124
5411; "change"; 458; 97; 5; 124
5412; "change"; 458; 111; 5; 124
5413; "change"; 458; 123; 5; 124
5414; "change"; 458; 135; 5; 124
5415; "change"; 458; 149; 5; 124
5416; "change"; 458; 163; 5; 124
5417; "change"; 458; 203; 5; 124
5418; "change"; 458; 221; 5; 124
5419; "change"; 458; 239; 5; 124
5420; "change"; 458; 251; 5; 124
5421; "change"; 458; 263; 5; 124
5422; "change"; 458; 273; 5; 124
5423; "change"; 458; 283; 5; 124
5424; "change"; 458; 285; 5; 124
5425; "change"; 458; 287; 5; 124
5426; "change"; 458; 289; 5; 124
5427; "change"; 460; 293; 3; 122
5428; "change"; 460; 297; 3; 122
5429; "change"; 460; 301; 3; 122
5430; "change"; 460; 305; 3; 122
5431; "change"; 462; 31; 6; 125
5432; "change"; 462; 75; 6; 125
5433; "change"; 462; 89; 6; 125
5434; "change"; 462; 103; 6; 125
5435; "change"; 462; 115; 6; 125
5436; "change"; 462; 291; 6; 125
5437; "change"; 462; 295; 6; 125
5438; "change"; 462; 299; 6; 125
5439; "change"; 462; 303; 6; 125
5440; "change"; 462; 307; 6; 125
5441; "change"; 462; 339; 6; 125
5442; "change"; 462; 371; 6; 125
5443; "change"; 462; 385; 6; 125
5444; "change"; 462; 399; 6; 125
5445; "change"; 462; 409; 6; 125
5446; "change"; 462; 419; 6; 125
5447; "change"; 462; 429; 6; 125
5448; "change"; 462; 491; 6; 125
5449; "change"; 462; 601; 6; 125
5450; "change"; 462; 623; 6; 125
5451; "change"; 462; 1061; 6; 125
5452; "change"; 462; 1083; 6; 125
5453; "change"; 462; 1149; 6; 125
5454; "change"; 462; 1175; 6; 125
5455; "change"; 462; 1201; 6; 125
5456; "change"; 462; 1213; 6; 125
5457; "change"; 462; 1393; 6; 125
5458; "change"; 462; 1415; 6; 125
5459; "change"; 462; 1565; 6; 125
5460; "change"; 462; 1587; 6; 125
5461; "change"; 462; 1609; 6; 125
5462; "change"; 462; 1691; 6; 125
5463; "change"; 462; 1717; 6; 125
5464; "change"; 464; 293; 3; 122
5465; "change"; 464; 297; 3; 122
5466; "change"; 464; 301; 3; 122
5467; "change"; 464; 305; 3; 122
5468; "change"; 466; 31; 6; 125
5469; "change"; 466; 75; 6; 125
5470; "change"; 466; 89; 6; 125
5471; "change"; 466; 103; 6; 125
5472; "change"; 466; 115; 6; 125
5473; "change"; 466; 291; 6; 125
5474; "change"; 466; 295; 6; 125
5475; "change"; 466; 299; 6; 125
5476; "change"; 466; 303; 6; 125
5477; "change"; 466; 307; 6; 125
5478; "change"; 466; 339; 6; 125
5479; "change"; 466; 371; 6; 125
5480; "change"; 466; 385; 6; 125
5481; "change"; 466; 399; 6; 125
5482; "change"; 466; 409; 6; 125
5483; "change"; 466; 419; 6; 125
5484; "change"; 466; 429; 6; 125
5485; "change"; 466; 491; 6; 125
5486; "change"; 466; 601; 6; 125
5487; "change"; 466; 623; 6; 125
5488; "change"; 466; 1061; 6; 125
5489; "change"; 466; 1083; 6; 125
5490; "change"; 466; 1149; 6; 125
5491; "change"; 466; 1175; 6; 125
5492; "change"; 466; 1201; 6; 125
5493; "change"; 466; 1213; 6; 125
5494; "change"; 466; 1393; 6; 125
5495; "change"; 466; 1415; 6; 125
5496; "change"; 466; 1565; 6; 125
5497; "change"; 466; 1587; 6; 125
5498; "change"; 466; 1609; 6; 125
5499; "change"; 466; 1691; 6; 125
5500; "change"; 466; 1717; 6; 125
5501; "change"; 468; 293; 3; 122
5502; "change"; 468; 297; 3; 122
5503; "change"; 468; 301; 3; 122
5504; "change"; 468; 305; 3; 122
5505; "change"; 470; 31; 6; 125
5506; "change"; 470; 75; 6; 125
5507; "change"; 470; 89; 6; 125
5508; "change"; 470; 103; 6; 125
5509; "change"; 470; 115; 6; 125
5510; "change"; 470; 291; 6; 125
5511; "change"; 470; 295; 6; 125
5512; "change"; 470; 299; 6; 125
5513; "change"; 470; 303; 6; 125
5514; "change"; 470; 307; 6; 125
5515; "change"; 470; 339; 6; 125
5516; "change"; 470; 371; 6; 125
5517; "change"; 470; 385; 6; 125
5518; "change"; 470; 399; 6; 125
5519; "change"; 470; 409; 6; 125
5520; "change"; 470; 419; 6; 125
5521; "change"; 470; 429; 6; 125
5522; "change"; 470; 491; 6; 125
5523; "change"; 470; 601; 6; 125
5524; "change"; 470; 623; 6; 125
5525; "change"; 470; 1061; 6; 125
5526; "change"; 470; 1083; 6; 125
5527; "change"; 470; 1149; 6; 125
5528; "change"; 470; 1175; 6; 125
5529; "change"; 470; 1201; 6; 125
5530; "change"; 470; 1213; 6; 125
5531; "change"; 470; 1393; 6; 125
5532; "change"; 470; 1415; 6; 125
5533; "change"; 470; 1565; 6; 125
5534; "change"; 470; 1587; 6; 125
5535; "change"; 470; 1609; 6; 125
5536; "change"; 470; 1691; 6; 125
5537; "change"; 470; 1717; 6; 125
5538; "change"; 472; 293; 3; 122
5539; "change"; 472; 297; 3; 122
5540; "change"; 472; 301; 3; 122
5541; "change"; 472; 305; 3; 122
5542; "change"; 474; 31; 6; 125
5543; "change"; 474; 75; 6; 125
5544; "change"; 474; 89; 6; 125
5545; "change"; 474; 103; 6; 125
5546; "change"; 474; 115; 6; 125
5547; "change"; 474; 291; 6; 125
5548; "change"; 474; 295; 6; 125
5549; "change"; 474; 299; 6; 125
5550; "change"; 474; 303; 6; 125
5551; "change"; 474; 307; 6; 125
5552; "change"; 474; 339; 6; 125
5553; "change"; 474; 371; 6; 125
5554; "change"; 474; 385; 6; 125
5555; "change"; 474; 399; 6; 125
5556; "change"; 474; 409; 6; 125
5557; "change"; 474; 419; 6; 125
5558; "change"; 474; 429; 6; 125
5559; "change"; 474; 491; 6; 125
5560; "change"; 474; 601; 6; 125
5561; "change"; 474; 623; 6; 125
5562; "change"; 474; 1061; 6; 125
5563; "change"; 474; 1083; 6; 125
5564; "change"; 474; 1149; 6; 125
5565; "change"; 474; 1175; 6; 125
5566; "change"; 474; 1201; 6; 125
5567; "change"; 474; 1213; 6; 125
5568; "change"; 474; 1393; 6; 125
5569; "change"; 474; 1415; 6; 125
5570; "change"; 474; 1565; 6; 125
5571; "change"; 474; 1587; 6; 125
5572; "change"; 474; 1609; 6; 125
5573; "change"; 474; 1691; 6; 125
5574; "change"; 474; 1717; 6; 125
5575; "change"; 476; 827; 3; 122
5576; "change"; 476; 861; 3; 122
5577; "change"; 476; 1113; 3; 122
5578; "change"; 476; 1139; 3; 122
5579; "change"; 476; 1619; 3; 122
5580; "change"; 476; 1645; 3; 122
5581; "change"; 476; 1673; 3; 122
5582; "change"; 476; 1699; 3; 122
5583; "change"; 476; 1725; 3; 122
5584; "change"; 476; 1751; 3; 122
5585; "change"; 476; 2025; 3; 122
5586; "change"; 476; 2043; 3; 122
5587; "change"; 476; 2077; 3; 122
5588; "change"; 478; 607; 3; 122
5589; "change"; 478; 629; 3; 122
5590; "change"; 478; 837; 3; 122
5591; "change"; 478; 871; 3; 122
5592; "change"; 478; 1111; 3; 122
5593; "change"; 478; 1137; 3; 122
5594; "change"; 478; 1157; 3; 122
5595; "change"; 478; 1183; 3; 122
5596; "change"; 478; 1219; 3; 122
5597; "change"; 478; 1233; 3; 122
5598; "change"; 478; 1253; 3; 122
5599; "change"; 478; 1445; 3; 122
5600; "change"; 478; 1465; 3; 122
5601; "change"; 478; 1559; 3; 122
5602; "change"; 478; 1581; 3; 122
5603; "change"; 478; 1603; 3; 122
5604; "change"; 478; 1621; 3; 122
5605; "change"; 478; 1647; 3; 122
5606; "change"; 478; 1683; 3; 122
5607; "change"; 478; 1709; 3; 122
5608; "change"; 478; 2023; 3; 122
5609; "change"; 478; 2033; 3; 122
5610; "change"; 478; 2067; 3; 122
5611; "change"; 480; 605; 5; 124
5612; "change"; 480; 627; 5; 124
5613; "change"; 480; 839; 5; 124
5614; "change"; 480; 873; 5; 124
5615; "change"; 480; 1109; 5; 124
5616; "change"; 480; 1135; 5; 124
5617; "change"; 480; 1155; 5; 124
5618; "change"; 480; 1181; 5; 124
5619; "change"; 480; 1217; 5; 124
5620; "change"; 480; 1235; 5; 124
5621; "change"; 480; 1255; 5; 124
5622; "change"; 480; 1443; 5; 124
5623; "change"; 480; 1463; 5; 124
5624; "change"; 480; 1561; 5; 124
5625; "change"; 480; 1583; 5; 124
5626; "change"; 480; 1605; 5; 124
5627; "change"; 480; 1623; 5; 124
5628; "change"; 480; 1649; 5; 124
5629; "change"; 480; 1685; 5; 124
5630; "change"; 480; 1711; 5; 124
5631; "change"; 480; 1911; 5; 124
5632; "change"; 480; 1929; 5; 124
5633; "change"; 480; 2021; 5; 124
5634; "change"; 480; 2031; 5; 124
5635; "change"; 480; 2065; 5; 124
5636; "change"; 482; 41; 7; 126
5637; "change"; 482; 49; 7; 126
5638; "change"; 482; 57; 7; 126
5639; "change"; 482; 65; 7; 126
5640; "change"; 482; 217; 7; 126
5641; "change"; 482; 235; 7; 126
5642; "change"; 482; 319; 7; 126
5643; "change"; 482; 351; 7; 126
5644; "change"; 482; 603; 7; 126
5645; "change"; 482; 625; 7; 126
5646; "change"; 482; 643; 7; 126
5647; "change"; 482; 651; 7; 126
5648; "change"; 482; 659; 7; 126
5649; "change"; 482; 667; 7; 126
5650; "change"; 482; 689; 7; 126
5651; "change"; 482; 721; 7; 126
5652; "change"; 482; 1107; 7; 126
5653; "change"; 482; 1133; 7; 126
5654; "change"; 482; 1151; 7; 126
5655; "change"; 482; 1177; 7; 126
5656; "change"; 482; 1215; 7; 126
5657; "change"; 482; 1237; 7; 126
5658; "change"; 482; 1257; 7; 126
5659; "change"; 482; 1441; 7; 126
5660; "change"; 482; 1461; 7; 126
5661; "change"; 482; 1563; 7; 126
5662; "change"; 482; 1585; 7; 126
